68.964009	42.772897	-31.393813	E1
60.829026	56.108183	0.388424	E2
43.537082	66.870962	29.546481	E3
31.984217	62.302753	50.674156	E4
16.335512	48.200062	72.913970	E5
-0.629733	28.071975	86.143929	E6
-14.789160	3.549526	94.201070	E7
49.720502	71.366581	-19.365147	E8
31.019029	80.580735	6.923813	E9
20.874844	79.084805	29.861042	E10
0.170739	72.200185	50.807580	E11
-16.793915	48.221896	72.028964	E12
-27.899850	21.877883	82.687726	E13
21.059220	85.902306	-11.908879	E14
0.592237	86.097793	10.731187	E15
0.452830	82.341961	27.858424	E16
1.064490	88.073761	-21.552789	E17
-19.968612	79.068854	29.225695	E18
-31.612385	62.439930	49.530882	E19
-42.486633	40.877224	61.272209	E20
-17.634621	86.581746	-12.200029	E21
-29.730844	80.788430	6.299897	E22
-42.690091	67.290438	28.496972	E23
-49.661211	50.435232	44.019842	E24
-48.434085	72.411170	-20.046527	E25
-59.717345	56.981341	-0.698386	E26
-62.768163	42.786121	26.887338	E27
-61.111640	29.319871	46.830333	E28
-53.623148	14.916683	67.694485	E29
-42.376978	-3.510950	84.420739	E30
-23.414196	-21.494954	97.184061	E31
-67.988612	44.196114	-32.233263	E32
-74.476465	28.798932	-5.512919	E33
-75.889841	15.423896	24.207033	E34
-71.900422	0.639836	50.893409	E35
-62.171660	-11.697573	70.461452	E36
-45.308834	-31.107490	87.965545	E37
-77.728040	21.542128	-40.069028	E38
-83.042968	-9.745165	-10.010603	E39
-83.210101	-17.153269	23.191794	E40
-77.841005	-24.840817	50.747306	E41
-67.691253	-41.077854	67.585331	E42
-77.439270	6.080917	-61.542411	E43
-81.206553	-6.281293	-40.856012	E44
-84.629646	-40.604956	-5.287024	E45
-82.224547	-42.797732	27.070229	E46
-76.585470	-49.756976	47.945960	E47
-70.660304	1.900879	-93.286983	E48
-76.553873	-18.103198	-70.154493	E49
-77.744733	-64.365266	0.118858	E50
-73.718226	-68.530394	32.161384	E51
-66.573138	-65.760622	57.348644	E52
-48.925560	-59.902064	81.028944	E53
-27.299869	-52.325962	94.635447	E54
-1.629268	-38.127773	102.220828	E55
-71.759662	-51.115553	-61.967922	E56
-76.248379	-63.690236	-31.084579	E57
-69.076055	-83.315914	4.096711	E58
-59.702109	-88.645773	36.768932	E59
-48.183380	-83.629566	63.984909	E60
-28.362424	-76.267572	82.966561	E61
-1.925102	-63.529221	95.193735	E62
-63.646787	-73.321631	-60.589904	E63
-63.005083	-87.838448	-28.292088	E64
-54.061112	-100.839600	6.396328	E65
-41.932534	-101.942797	38.781296	E66
-22.450637	-97.042419	61.408396	E67
-45.829302	-97.820829	-54.884854	E68
-41.735545	-107.279428	-26.101818	E69
-32.140613	-113.863636	7.521471	E70
-17.446855	-109.202258	39.640281	E71
-2.213500	-102.721456	55.694006	E72
-24.301616	-110.883603	-52.560244	E73
-14.804815	-117.930415	-23.109031	E74
-2.157675	-118.743636	10.990788	E75
13.021754	-109.533043	39.709499	E76
18.095391	-97.561009	61.638776	E77
24.271659	-76.853402	83.257526	E78
23.858346	-53.136758	95.598780	E79
20.762323	-22.106548	98.070698	E80
-1.760233	-114.736210	-49.931279	E81
10.916803	-118.477171	-22.827963	E82
27.931786	-114.437704	7.918663	E83
37.491336	-102.562733	38.809728	E84
43.893420	-84.475307	64.104370	E85
45.442778	-61.220180	82.081271	E86
42.767545	-32.352681	89.651749	E87
20.948118	-111.679547	-52.317507	E88
38.208887	-108.440622	-25.428132	E89
50.306845	-102.274598	7.253508	E90
55.826570	-90.162837	37.468217	E91
63.307459	-67.636343	58.554372	E92
65.260316	-42.988975	69.324755	E93
43.515447	-100.275707	-54.568336	E94
60.495193	-90.033723	-27.232655	E95
65.909856	-85.206221	5.203044	E96
71.112658	-70.899852	33.737653	E97
74.281614	-51.974423	49.788493	E98
61.687047	-75.326990	-60.017878	E99
74.730853	-66.137873	-29.834175	E100
75.526137	-66.675480	1.517288	E101
81.042498	-45.274251	29.374242	E102
76.862019	-26.913530	53.470280	E103
60.790692	-13.225027	72.669875	E104
40.611417	-4.514773	85.887322	E105
12.761497	3.144929	94.298787	E106
71.933814	-53.801267	-61.580925	E107
83.521699	-43.072251	-3.787350	E108
83.298741	-19.246541	25.795485	E109
71.576844	-0.883892	53.442454	E110
53.011810	13.999036	69.887367	E111
26.609221	21.275651	83.395411	E112
76.624182	-20.128387	-69.523258	E113
81.365219	-8.269357	-39.790988	E114
83.835655	-11.684884	-8.184701	E115
76.608710	14.185411	26.596082	E116
61.653788	28.742586	49.400978	E117
42.486587	40.639429	63.227545	E118
70.216666	-0.192757	-92.058781	E119
76.604913	3.748308	-60.474665	E120
77.836254	19.512069	-39.126542	E121
75.030193	27.298080	-4.237786	E122
63.665907	42.166045	28.776485	E123
50.145753	50.015839	45.667800	E124
72.842811	29.596703	-52.294132	E125
46.125589	55.383622	-79.727282	E126
-44.418052	56.108665	-80.032330	E127
-72.469677	31.605517	-53.141731	E128
